CustomerID,FullName,Gender,DateOfBirth,City,Country,IncomeBand,Email,PhoneNumber,LoadDate
C189,Lungelo Cele,Male,1992-09-05,Nelspruit,South Africa,Upper-Middle,lungelo.cele189@gmail.com,0833522845,2026-05-20 21:18:03.947897
C190,Naledi Shabalala,Female,1970-09-09,Rustenburg,South Africa,Upper-Middle,naledi.shabalala190@gmail.com,0807575963,2026-05-20 21:18:03.947897
C191,Tshepo Joubert,Male,1991-10-18,Polokwane,South Africa,Middle,tshepo.joubert191@gmail.com,0819831414,2026-05-20 21:18:03.947897
C192,Sanele Reddy,Male,1990-06-18,Johannesburg,South Africa,Upper-Middle,sanele.reddy192@gmail.com,0694024309,2026-05-20 21:18:03.947897
C193,Lungelo Govender,Male,1975-03-24,Pietermaritzburg,South Africa,Middle,lungelo.govender193@gmail.com,0642294615,2026-05-20 21:18:03.947897
C194,Elsie Reddy,Female,2005-03-28,Cape Town,South Africa,Upper-Middle,elsie.reddy194@gmail.com,0883198638,2026-05-20 21:18:03.947897
C195,Patricia Radebe,Female,1974-03-23,Boksburg,South Africa,Middle,patricia.radebe195@gmail.com,0838342941,2026-05-20 21:18:03.947897
C196,Njabulo Lombard,Male,1979-04-24,Stellenbosch,South Africa,Upper-Middle,njabulo.lombard196@gmail.com,0848531761,2026-05-20 21:18:03.947897
C197,Mthulisi Coetzee,Male,1985-10-06,Sandton,South Africa,Middle,mthulisi.coetzee197@gmail.com,0718391997,2026-05-20 21:18:03.947897
C198,Nomvula Smith,Female,2003-02-13,Centurion,South Africa,High,nomvula.smith198@gmail.com,0654350371,2026-05-20 21:18:03.947897
C199,Sanjay Mkhize,Male,2001-02-11,Rustenburg,South Africa,Low,sanjay.mkhize199@gmail.com,0829655523,2026-05-20 21:18:03.947897
C200,Mohammed Ngcobo,Male,1972-05-20,Kimberley,South Africa,High,mohammed.ngcobo200@gmail.com,0889612629,2026-05-20 21:18:03.947897
C201,Sanele Ngcobo,Male,1977-12-02,Stellenbosch,South Africa,Upper-Middle,sanele.ngcobo201@gmail.com,0891447451,2026-05-20 21:18:03.947897
C202,Thandeka Jones,Female,2003-01-14,Rustenburg,South Africa,Middle,thandeka.jones202@gmail.com,0722369112,2026-05-20 21:18:03.947897
C203,Sunita Zulu,Female,1986-08-04,Pretoria,South Africa,Upper-Middle,sunita.zulu203@gmail.com,0853450300,2026-05-20 21:18:03.947897
C204,Mandla Pretorius,Male,2000-05-21,Port Elizabeth,South Africa,High,mandla.pretorius204@gmail.com,0741088100,2026-05-20 21:18:03.947897
C205,Sipho Fourie,Male,1977-05-07,Port Elizabeth,South Africa,High,sipho.fourie205@gmail.com,0635833542,2026-05-20 21:18:03.947897
C206,Yusuf Modise,Male,1962-04-14,Pietermaritzburg,South Africa,High,yusuf.modise206@gmail.com,0808669093,2026-05-20 21:18:03.947897
C207,Themba Govender,Male,1959-06-23,Centurion,South Africa,Middle,themba.govender207@gmail.com,0823408819,2026-05-20 21:18:03.947897
C208,Nokukhanya Nkosi,Female,1989-08-27,Pietermaritzburg,South Africa,High,nokukhanya.nkosi208@gmail.com,0652436363,2026-05-20 21:18:03.947897
C209,Precious Pillay,Female,2003-07-08,Centurion,South Africa,Low,precious.pillay209@gmail.com,0728887557,2026-05-20 21:18:03.947897
C210,Musa Lombard,Male,1980-10-03,Johannesburg,South Africa,Upper-Middle,musa.lombard210@gmail.com,0852133461,2026-05-20 21:18:03.947897
C211,Ayesha Mhlongo,Female,1967-04-20,Benoni,South Africa,Upper-Middle,ayesha.mhlongo211@gmail.com,0641743829,2026-05-20 21:18:03.947897
C212,Nozipho de Villiers,Female,1973-09-16,Stellenbosch,South Africa,High,nozipho.de villiers212@gmail.com,0804058117,2026-05-20 21:18:03.947897
C213,Kagiso Anderson,Male,1961-04-26,Nelspruit,South Africa,Middle,kagiso.anderson213@gmail.com,0614346548,2026-05-20 21:18:03.947897
C214,Andile Joubert,Male,2004-03-28,George,South Africa,High,andile.joubert214@gmail.com,0681614394,2026-05-20 21:18:03.947897
C215,Mohammed Steyn,Male,1962-04-16,Polokwane,South Africa,Upper-Middle,mohammed.steyn215@gmail.com,0637174337,2026-05-20 21:18:03.947897
C216,Ntombifikile Taylor,Female,1992-09-08,Polokwane,South Africa,Middle,ntombifikile.taylor216@gmail.com,0759347057,2026-05-20 21:18:03.947897
C217,Sbongile Smit,Female,1965-05-31,Paarl,South Africa,Low,sbongile.smit217@gmail.com,0734027557,2026-05-20 21:18:03.947897
C218,Nokwanda Cele,Female,1965-03-08,Polokwane,South Africa,Upper-Middle,nokwanda.cele218@gmail.com,0698481225,2026-05-20 21:18:03.947897
C219,Jennifer Taylor,Female,1989-07-16,Stellenbosch,South Africa,Low,jennifer.taylor219@gmail.com,0836914963,2026-05-20 21:18:03.947897
C220,Zainab Mhlongo,Female,1963-02-23,Durban,South Africa,High,zainab.mhlongo220@gmail.com,0719608154,2026-05-20 21:18:03.947897
C221,Sipho Moloi,Male,1997-04-24,Cape Town,South Africa,Middle,sipho.moloi221@gmail.com,0624959345,2026-05-20 21:18:03.947897
C222,Siphokazi Smith,Female,1960-11-27,Boksburg,South Africa,Middle,siphokazi.smith222@gmail.com,0818548448,2026-05-20 21:18:03.947897
C223,Siphokazi Taylor,Female,1964-11-24,Benoni,South Africa,Middle,siphokazi.taylor223@gmail.com,0767156398,2026-05-20 21:18:03.947897
C224,Nokwanda Khoza,Female,1983-01-02,Pietermaritzburg,South Africa,Low,nokwanda.khoza224@gmail.com,0604121368,2026-05-20 21:18:03.947897
C225,Sbongile Smith,Female,1968-07-25,Kimberley,South Africa,Upper-Middle,sbongile.smith225@gmail.com,0828487220,2026-05-20 21:18:03.947897
C226,Mohammed Govender,Male,1975-12-17,Pretoria,South Africa,Middle,mohammed.govender226@gmail.com,0872242387,2026-05-20 21:18:03.947897
C227,Linda Taylor,Female,1965-11-16,Polokwane,South Africa,Upper-Middle,linda.taylor227@gmail.com,0822089496,2026-05-20 21:18:03.947897
C228,Thandi Radebe,Female,1973-08-14,Rustenburg,South Africa,Middle,thandi.radebe228@gmail.com,0634371891,2026-05-20 21:18:03.947897
C229,Rajesh Govender,Male,1960-05-11,Rustenburg,South Africa,Upper-Middle,rajesh.govender229@gmail.com,0743177199,2026-05-20 21:18:03.947897
C230,Kagiso Joubert,Male,1993-09-20,Sandton,South Africa,High,kagiso.joubert230@gmail.com,0847869154,2026-05-20 21:18:03.947897
C231,Johan Kruger,Male,1964-08-27,Stellenbosch,South Africa,High,johan.kruger231@gmail.com,0819679860,2026-05-20 21:18:03.947897
C232,Helena Moodley,Female,1974-04-29,Port Elizabeth,South Africa,High,helena.moodley232@gmail.com,0761929673,2026-05-20 21:18:03.947897
C233,Thandolwethu Moloi,Male,1985-04-14,Bloemfontein,South Africa,Middle,thandolwethu.moloi233@gmail.com,0704782763,2026-05-20 21:18:03.947897
C234,Sbongile Pretorius,Female,1965-01-28,Kimberley,South Africa,Middle,sbongile.pretorius234@gmail.com,0805604524,2026-05-20 21:18:03.947897
C235,Yusuf Zwane,Male,2005-11-11,Durban,South Africa,Middle,yusuf.zwane235@gmail.com,0783586950,2026-05-20 21:18:03.947897
C236,Lungelo Sithole,Male,1961-09-11,Johannesburg,South Africa,Low,lungelo.sithole236@gmail.com,0615440189,2026-05-20 21:18:03.947897
C237,Buyani Williams,Male,1960-09-19,Sandton,South Africa,Upper-Middle,buyani.williams237@gmail.com,0806068298,2026-05-20 21:18:03.947897
C238,Ayesha Jones,Female,1984-09-07,Stellenbosch,South Africa,Low,ayesha.jones238@gmail.com,0822005173,2026-05-20 21:18:03.947897
C239,Mthokozisi Williams,Male,2001-06-11,Stellenbosch,South Africa,Middle,mthokozisi.williams239@gmail.com,0703410360,2026-05-20 21:18:03.947897
C240,Nokwanda Steyn,Female,1993-10-09,Port Elizabeth,South Africa,Upper-Middle,nokwanda.steyn240@gmail.com,0762781470,2026-05-20 21:18:03.947897
C241,Ayesha Anderson,Female,1968-12-28,Kimberley,South Africa,High,ayesha.anderson241@gmail.com,0673363534,2026-05-20 21:18:03.947897
C242,Bongani Pretorius,Male,1992-06-18,Boksburg,South Africa,High,bongani.pretorius242@gmail.com,0673679315,2026-05-20 21:18:03.947897
C243,Nokufa Kruger,Female,1975-01-12,Bloemfontein,South Africa,High,nokufa.kruger243@gmail.com,0768831858,2026-05-20 21:18:03.947897
C244,Thandi Govender,Female,1960-01-30,Durban,South Africa,High,thandi.govender244@gmail.com,0768671057,2026-05-20 21:18:03.947897
C245,Michael Shabalala,Male,1989-08-29,Cape Town,South Africa,Low,michael.shabalala245@gmail.com,0699302946,2026-05-20 21:18:03.947897
C246,Nomvula Singh,Female,1958-09-25,Pretoria,South Africa,High,nomvula.singh246@gmail.com,0645437118,2026-05-20 21:18:03.947897
C247,Ntombifikile Lombard,Female,1962-01-22,George,South Africa,Low,ntombifikile.lombard247@gmail.com,0784265774,2026-05-20 21:18:03.947897
C248,Lungile Pretorius,Female,1964-08-06,George,South Africa,High,lungile.pretorius248@gmail.com,0845692934,2026-05-20 21:18:03.947897
C249,Johan Cele,Male,1993-05-04,Rustenburg,South Africa,Upper-Middle,johan.cele249@gmail.com,0777133857,2026-05-20 21:18:03.947897
C250,Robert Mthembu,Male,2003-09-04,George,South Africa,Low,robert.mthembu250@gmail.com,0611652868,2026-05-20 21:18:03.947897
C251,Lungelo Naidoo,Male,2004-08-04,Stellenbosch,South Africa,Middle,lungelo.naidoo251@gmail.com,0799648751,2026-05-20 21:18:03.947897
C252,Andile Zwane,Male,1986-07-30,Bloemfontein,South Africa,High,andile.zwane252@gmail.com,0796020319,2026-05-20 21:18:03.947897
C253,Ntombi Reddy,Female,2005-10-04,Sandton,South Africa,Upper-Middle,ntombi.reddy253@gmail.com,0751279121,2026-05-20 21:18:03.947897
C254,Busisiwe Modise,Female,1995-05-16,Benoni,South Africa,Upper-Middle,busisiwe.modise254@gmail.com,0851447065,2026-05-20 21:18:03.947897
C255,Fatima Khoza,Female,1978-06-01,Cape Town,South Africa,High,fatima.khoza255@gmail.com,0659795159,2026-05-20 21:18:03.947897
C256,Patricia Coetzee,Female,1960-10-31,Benoni,South Africa,Low,patricia.coetzee256@gmail.com,0661317716,2026-05-20 21:18:03.947897
C257,Nokwanda Williams,Female,1971-08-03,Paarl,South Africa,Middle,nokwanda.williams257@gmail.com,0739419134,2026-05-20 21:18:03.947897
C258,Thandeka Mokoena,Female,2004-07-14,East London,South Africa,Upper-Middle,thandeka.mokoena258@gmail.com,0819025733,2026-05-20 21:18:03.947897
C259,Nokwanda Baloyi,Female,1999-03-29,Midrand,South Africa,Upper-Middle,nokwanda.baloyi259@gmail.com,0776943949,2026-05-20 21:18:03.947897
C260,Nokuthula Gcaleka,Female,1980-02-12,Kimberley,South Africa,Upper-Middle,nokuthula.gcaleka260@gmail.com,0675993143,2026-05-20 21:18:03.947897
C261,Neha Govender,Female,1986-06-11,Sandton,South Africa,Upper-Middle,neha.govender261@gmail.com,0775587856,2026-05-20 21:18:03.947897
C262,Maria Sithole,Female,1992-01-24,George,South Africa,Upper-Middle,maria.sithole262@gmail.com,0843457461,2026-05-20 21:18:03.947897
C263,Zanele Pretorius,Female,1965-02-02,Rustenburg,South Africa,High,zanele.pretorius263@gmail.com,0805302415,2026-05-20 21:18:03.947897
C264,Neha Gcaleka,Female,1982-04-29,Midrand,South Africa,Upper-Middle,neha.gcaleka264@gmail.com,0642832517,2026-05-20 21:18:03.947897
C265,Rajesh Mkhize,Male,2005-08-23,Pietermaritzburg,South Africa,Middle,rajesh.mkhize265@gmail.com,0612681042,2026-05-20 21:18:03.947897
C266,Busisiwe Naidoo,Female,1967-01-08,Port Elizabeth,South Africa,Low,busisiwe.naidoo266@gmail.com,0773649811,2026-05-20 21:18:03.947897
C267,Nokuthula Naidoo,Female,1975-11-23,Nelspruit,South Africa,Upper-Middle,nokuthula.naidoo267@gmail.com,0691992583,2026-05-20 21:18:03.947897
C268,Buyani Botha,Male,1961-05-07,Bloemfontein,South Africa,High,buyani.botha268@gmail.com,0883949245,2026-05-20 21:18:03.947897
C269,Sibusiso Govender,Male,1974-09-19,Nelspruit,South Africa,Low,sibusiso.govender269@gmail.com,0606006190,2026-05-20 21:18:03.947897
C270,Lungelo Pretorius,Male,1998-10-06,Midrand,South Africa,High,lungelo.pretorius270@gmail.com,0883251501,2026-05-20 21:18:03.947897
C271,Zainab Gcaleka,Female,1968-02-09,Polokwane,South Africa,Middle,zainab.gcaleka271@gmail.com,0838699307,2026-05-20 21:18:03.947897
C272,Linda Nkosi,Female,1988-03-30,Nelspruit,South Africa,Middle,linda.nkosi272@gmail.com,0657802999,2026-05-20 21:18:03.947897
C273,Ntombi Kruger,Female,1965-10-13,George,South Africa,Low,ntombi.kruger273@gmail.com,0653359075,2026-05-20 21:18:03.947897
C274,Nokwanda Coetzee,Female,1958-08-12,Kimberley,South Africa,High,nokwanda.coetzee274@gmail.com,0678494978,2026-05-20 21:18:03.947897
C275,Busisiwe Joubert,Female,1959-01-10,Kimberley,South Africa,Upper-Middle,busisiwe.joubert275@gmail.com,0824964499,2026-05-20 21:18:03.947897
C276,Themba Anderson,Male,1985-07-11,Bloemfontein,South Africa,High,themba.anderson276@gmail.com,0819430894,2026-05-20 21:18:03.947897
C277,Maria Mhlongo,Female,1984-06-20,Rustenburg,South Africa,Middle,maria.mhlongo277@gmail.com,0673240912,2026-05-20 21:18:03.947897
C278,Patricia Anderson,Female,1991-07-09,Paarl,South Africa,High,patricia.anderson278@gmail.com,0844664338,2026-05-20 21:18:03.947897
C279,Tshepo Pillay,Male,1998-01-30,Centurion,South Africa,Upper-Middle,tshepo.pillay279@gmail.com,0622882551,2026-05-20 21:18:03.947897
C280,Nkosinathi Reddy,Male,1976-02-20,Benoni,South Africa,Middle,nkosinathi.reddy280@gmail.com,0656504900,2026-05-20 21:18:03.947897
C281,Maria van der Merwe,Female,2001-11-08,Durban,South Africa,High,maria.van der merwe281@gmail.com,0851933413,2026-05-20 21:18:03.947897
C282,Helena Reddy,Female,1995-04-09,Stellenbosch,South Africa,Low,helena.reddy282@gmail.com,0778757420,2026-05-20 21:18:03.947897
C283,Nomsa Jones,Female,1980-10-30,Johannesburg,South Africa,Middle,nomsa.jones283@gmail.com,0782225232,2026-05-20 21:18:03.947897
C284,Sanele Steyn,Male,1963-09-21,Midrand,South Africa,Low,sanele.steyn284@gmail.com,0892157949,2026-05-20 21:18:03.947897
C285,Zanele Pretorius,Female,1994-09-06,Bloemfontein,South Africa,Middle,zanele.pretorius285@gmail.com,0848052503,2026-05-20 21:18:03.947897
C286,Ayanda Taylor,Female,1991-11-13,George,South Africa,Low,ayanda.taylor286@gmail.com,0813231198,2026-05-20 21:18:03.947897
C287,Maria Baloyi,Female,1993-04-06,Centurion,South Africa,Middle,maria.baloyi287@gmail.com,0834736121,2026-05-20 21:18:03.947897
C288,Sipho Joubert,Male,1999-07-16,Midrand,South Africa,High,sipho.joubert288@gmail.com,0777363203,2026-05-20 21:18:03.947897
C289,Rajesh Anderson,Male,1989-01-20,Port Elizabeth,South Africa,Upper-Middle,rajesh.anderson289@gmail.com,0662893218,2026-05-20 21:18:03.947897
C290,Njabulo Zwane,Male,1959-05-28,Pietermaritzburg,South Africa,Middle,njabulo.zwane290@gmail.com,0622692765,2026-05-20 21:18:03.947897
C291,Mthokozisi Mthembu,Male,1962-05-15,Pietermaritzburg,South Africa,Low,mthokozisi.mthembu291@gmail.com,0728364573,2026-05-20 21:18:03.947897
C292,Mthulisi van der Merwe,Male,1963-01-24,Port Elizabeth,South Africa,Upper-Middle,mthulisi.van der merwe292@gmail.com,0676350316,2026-05-20 21:18:03.947897
C293,Ayesha Joubert,Female,1970-11-08,Centurion,South Africa,Middle,ayesha.joubert293@gmail.com,0736041569,2026-05-20 21:18:03.947897
C294,Thandeka Moodley,Female,1973-09-17,Paarl,South Africa,High,thandeka.moodley294@gmail.com,0616778321,2026-05-20 21:18:03.947897
C295,Sbongile Kruger,Female,1995-05-09,Paarl,South Africa,Middle,sbongile.kruger295@gmail.com,0697315953,2026-05-20 21:18:03.947897
C296,Mthulisi Naidoo,Male,1979-08-15,Pietermaritzburg,South Africa,Upper-Middle,mthulisi.naidoo296@gmail.com,0873421820,2026-05-20 21:18:03.947897
C297,Thandeka Moodley,Female,1995-01-09,Paarl,South Africa,Middle,thandeka.moodley297@gmail.com,0725074489,2026-05-20 21:18:03.947897
C298,Neha de Villiers,Female,1965-02-03,Stellenbosch,South Africa,Upper-Middle,neha.de villiers298@gmail.com,0629986473,2026-05-20 21:18:03.947897
C299,Bongani Smit,Male,1991-11-03,Boksburg,South Africa,Low,bongani.smit299@gmail.com,0872221118,2026-05-20 21:18:03.947897
C300,Mduduzi Moodley,Male,1977-06-21,Sandton,South Africa,Middle,mduduzi.moodley300@gmail.com,0876586214,2026-05-20 21:18:03.947897
C301,Lerato van der Merwe,Female,1975-01-18,Pretoria,South Africa,High,lerato.van der merwe301@gmail.com,0895070038,2026-05-20 21:18:03.947897
C302,Sibusiso Coetzee,Male,1986-11-08,Nelspruit,South Africa,High,sibusiso.coetzee302@gmail.com,0749953163,2026-05-20 21:18:03.947897
C303,Thandi Fourie,Female,1990-04-07,Centurion,South Africa,High,thandi.fourie303@gmail.com,0742654371,2026-05-20 21:18:03.947897
C304,Nokwanda van der Merwe,Female,1991-04-05,Polokwane,South Africa,High,nokwanda.van der merwe304@gmail.com,0614712363,2026-05-20 21:18:03.947897
C305,Sipho Fourie,Male,1995-06-19,Nelspruit,South Africa,Middle,sipho.fourie305@gmail.com,0666534221,2026-05-20 21:18:03.947897
C306,Musa Sithole,Male,1980-01-18,Sandton,South Africa,Upper-Middle,musa.sithole306@gmail.com,0689197701,2026-05-20 21:18:03.947897
C307,Zodwa Radebe,Female,1989-08-06,Bloemfontein,South Africa,Middle,zodwa.radebe307@gmail.com,0839192588,2026-05-20 21:18:03.947897
C308,Mthulisi Khoza,Male,1963-04-09,Centurion,South Africa,Low,mthulisi.khoza308@gmail.com,0862247057,2026-05-20 21:18:03.947897
C309,Thabo Williams,Male,1970-05-03,Pietermaritzburg,South Africa,Low,thabo.williams309@gmail.com,0823533857,2026-05-20 21:18:03.947897
C310,Michael Reddy,Male,1998-11-29,Rustenburg,South Africa,Low,michael.reddy310@gmail.com,0799106820,2026-05-20 21:18:03.947897
C311,Nomsa Nkosi,Female,2005-09-30,Midrand,South Africa,High,nomsa.nkosi311@gmail.com,0601280618,2026-05-20 21:18:03.947897
C312,Nozipho Pretorius,Female,1959-07-16,Centurion,South Africa,High,nozipho.pretorius312@gmail.com,0854007598,2026-05-20 21:18:03.947897
C313,Mpho Pillay,Male,1971-05-12,Pietermaritzburg,South Africa,Middle,mpho.pillay313@gmail.com,0799832465,2026-05-20 21:18:03.947897
C314,Nompumelelo Smit,Female,1993-08-10,Durban,South Africa,Upper-Middle,nompumelelo.smit314@gmail.com,0728700704,2026-05-20 21:18:03.947897
C315,David Joubert,Male,1965-03-26,Cape Town,South Africa,Low,david.joubert315@gmail.com,0727362994,2026-05-20 21:18:03.947897
C316,Lungile Naidoo,Female,1963-01-13,Johannesburg,South Africa,Middle,lungile.naidoo316@gmail.com,0629386232,2026-05-20 21:18:03.947897
C317,Busisiwe Sithole,Female,1966-07-22,Centurion,South Africa,Low,busisiwe.sithole317@gmail.com,0674546989,2026-05-20 21:18:03.947897
C318,Zainab Dlamini,Female,1964-09-02,Kimberley,South Africa,Low,zainab.dlamini318@gmail.com,0656276177,2026-05-20 21:18:03.947897
C319,Michael Shabalala,Male,1970-12-08,George,South Africa,Low,michael.shabalala319@gmail.com,0693725462,2026-05-20 21:18:03.947897
C320,Buyani Smith,Male,1987-10-06,George,South Africa,Middle,buyani.smith320@gmail.com,0852315798,2026-05-20 21:18:03.947897
C321,Thandeka Cele,Female,1997-03-19,Pietermaritzburg,South Africa,Low,thandeka.cele321@gmail.com,0707655572,2026-05-20 21:18:03.947897
C322,Nomsa Mhlongo,Female,1982-07-10,Stellenbosch,South Africa,High,nomsa.mhlongo322@gmail.com,0676969521,2026-05-20 21:18:03.947897
C323,Nokukhanya Baloyi,Female,1992-02-06,Durban,South Africa,Upper-Middle,nokukhanya.baloyi323@gmail.com,0855134741,2026-05-20 21:18:03.947897
C324,Tshepo Smit,Male,1971-11-02,George,South Africa,Middle,tshepo.smit324@gmail.com,0837536772,2026-05-20 21:18:03.947897
C325,Siphokazi Cele,Female,1966-03-18,Johannesburg,South Africa,Upper-Middle,siphokazi.cele325@gmail.com,0747038413,2026-05-20 21:18:03.947897
C326,Elsie Mokoena,Female,1965-10-31,Bloemfontein,South Africa,High,elsie.mokoena326@gmail.com,0749597330,2026-05-20 21:18:03.947897
C327,Elsie Zulu,Female,1966-01-15,Rustenburg,South Africa,Low,elsie.zulu327@gmail.com,0796443037,2026-05-20 21:18:03.947897
C328,Lerato Pretorius,Female,1995-02-15,George,South Africa,Low,lerato.pretorius328@gmail.com,0835072543,2026-05-20 21:18:03.947897
C329,Musa Radebe,Male,1970-06-16,Kimberley,South Africa,Upper-Middle,musa.radebe329@gmail.com,0689273246,2026-05-20 21:18:03.947897
C330,Kagiso Radebe,Male,1996-12-30,Kimberley,South Africa,High,kagiso.radebe330@gmail.com,0699124053,2026-05-20 21:18:03.947897
C331,Sifiso Fourie,Male,1980-02-15,Sandton,South Africa,Middle,sifiso.fourie331@gmail.com,0742794698,2026-05-20 21:18:03.947897
C332,Yusuf Nkosi,Male,1993-07-02,Polokwane,South Africa,High,yusuf.nkosi332@gmail.com,0856528792,2026-05-20 21:18:03.947897
C333,Busisiwe Brown,Female,1970-03-19,Nelspruit,South Africa,Upper-Middle,busisiwe.brown333@gmail.com,0794369728,2026-05-20 21:18:03.947897
C334,Nokwanda Baloyi,Female,1993-09-23,Polokwane,South Africa,Upper-Middle,nokwanda.baloyi334@gmail.com,0839237735,2026-05-20 21:18:03.947897
C335,Andile Smith,Male,1983-02-23,George,South Africa,Upper-Middle,andile.smith335@gmail.com,0634352088,2026-05-20 21:18:03.947897
C336,Nkosinathi Zulu,Male,1999-06-01,East London,South Africa,High,nkosinathi.zulu336@gmail.com,0855887726,2026-05-20 21:18:03.947897
C337,Njabulo Govender,Male,1970-06-27,Nelspruit,South Africa,Middle,njabulo.govender337@gmail.com,0683586094,2026-05-20 21:18:03.947897
C338,Ayanda Ndlovu,Female,1998-04-16,Boksburg,South Africa,High,ayanda.ndlovu338@gmail.com,0787724393,2026-05-20 21:18:03.947897
C339,Nozipho Dlamini,Female,1990-04-04,Midrand,South Africa,Low,nozipho.dlamini339@gmail.com,0635164624,2026-05-20 21:18:03.947897
C340,Jennifer Khoza,Female,1961-12-22,Benoni,South Africa,High,jennifer.khoza340@gmail.com,0846563269,2026-05-20 21:18:03.947897
C341,Elsie Nkosi,Female,1966-11-06,Kimberley,South Africa,Middle,elsie.nkosi341@gmail.com,0769703982,2026-05-20 21:18:03.947897
C342,Mthokozisi Lombard,Male,1993-02-02,Stellenbosch,South Africa,Middle,mthokozisi.lombard342@gmail.com,0711412092,2026-05-20 21:18:03.947897
C343,Elsie Pretorius,Female,1995-04-27,Durban,South Africa,Low,elsie.pretorius343@gmail.com,0863376915,2026-05-20 21:18:03.947897
C344,Thandi de Villiers,Female,1998-11-07,East London,South Africa,High,thandi.de villiers344@gmail.com,0718988681,2026-05-20 21:18:03.947897
C345,Mthokozisi Taylor,Male,1986-08-12,Durban,South Africa,Upper-Middle,mthokozisi.taylor345@gmail.com,0612930810,2026-05-20 21:18:03.947897
C346,Lungelo Khoza,Male,1967-10-24,Bloemfontein,South Africa,Middle,lungelo.khoza346@gmail.com,0763926839,2026-05-20 21:18:03.947897
C347,Lungelo Moodley,Male,1996-04-02,Stellenbosch,South Africa,Middle,lungelo.moodley347@gmail.com,0857795568,2026-05-20 21:18:03.947897
C348,James Mhlongo,Male,1996-10-08,George,South Africa,Low,james.mhlongo348@gmail.com,0834310554,2026-05-20 21:18:03.947897
C349,Nobuhle Brown,Female,1992-11-19,Johannesburg,South Africa,Middle,nobuhle.brown349@gmail.com,0665669851,2026-05-20 21:18:03.947897
C350,Buyani Cele,Male,1974-10-10,Rustenburg,South Africa,Upper-Middle,buyani.cele350@gmail.com,0668676422,2026-05-20 21:18:03.947897
C351,Sanjay Govender,Male,2005-05-06,Polokwane,South Africa,High,sanjay.govender351@gmail.com,0797585795,2026-05-20 21:18:03.947897
C352,Nhlanhla Steyn,Male,1999-01-29,Boksburg,South Africa,Middle,nhlanhla.steyn352@gmail.com,0865990296,2026-05-20 21:18:03.947897
C353,Johan Kruger,Male,1968-07-29,Pietermaritzburg,South Africa,Upper-Middle,johan.kruger353@gmail.com,0634070977,2026-05-20 21:18:03.947897
C354,Patricia Reddy,Female,1992-11-07,Paarl,South Africa,Middle,patricia.reddy354@gmail.com,0787437584,2026-05-20 21:18:03.947897
C355,Linda Govender,Female,1973-07-17,Midrand,South Africa,Middle,linda.govender355@gmail.com,0755845843,2026-05-20 21:18:03.947897
C356,James Kruger,Male,1998-06-18,Boksburg,South Africa,Low,james.kruger356@gmail.com,0877023677,2026-05-20 21:18:03.947897
C357,Lwazi Mokoena,Male,1975-07-04,George,South Africa,High,lwazi.mokoena357@gmail.com,0739249791,2026-05-20 21:18:03.947897
C358,Simangele Govender,Female,1973-01-02,Durban,South Africa,Low,simangele.govender358@gmail.com,0854699871,2026-05-20 21:18:03.947897
C359,Zanele Smit,Female,1978-03-04,Midrand,South Africa,Upper-Middle,zanele.smit359@gmail.com,0658672579,2026-05-20 21:18:03.947897
C360,Lungile Reddy,Female,1968-02-27,Benoni,South Africa,Low,lungile.reddy360@gmail.com,0687154919,2026-05-20 21:18:03.947897
C361,Mthokozisi Singh,Male,1977-08-10,Paarl,South Africa,Low,mthokozisi.singh361@gmail.com,0835152891,2026-05-20 21:18:03.947897
C362,Zanele Taylor,Female,1981-07-30,Rustenburg,South Africa,Low,zanele.taylor362@gmail.com,0742969410,2026-05-20 21:18:03.947897
C363,Michael Shabalala,Male,1989-06-16,Boksburg,South Africa,High,michael.shabalala363@gmail.com,0653335975,2026-05-20 21:18:03.947897
C364,Michael Mkhize,Male,1989-06-22,Midrand,South Africa,Upper-Middle,michael.mkhize364@gmail.com,0793824903,2026-05-20 21:18:03.947897
C365,Nomvula Pretorius,Female,1981-12-26,Centurion,South Africa,Low,nomvula.pretorius365@gmail.com,0647905438,2026-05-20 21:18:03.947897
C366,Amit Khoza,Male,1969-05-20,Port Elizabeth,South Africa,Middle,amit.khoza366@gmail.com,0646403886,2026-05-20 21:18:03.947897
C367,Sibusiso Govender,Male,1970-10-03,Benoni,South Africa,Upper-Middle,sibusiso.govender367@gmail.com,0807949543,2026-05-20 21:18:03.947897
C368,Simangele Ndlovu,Female,1966-05-09,George,South Africa,Upper-Middle,simangele.ndlovu368@gmail.com,0827191986,2026-05-20 21:18:03.947897
C369,Noxolo Kruger,Female,1958-03-23,Durban,South Africa,High,noxolo.kruger369@gmail.com,0807009980,2026-05-20 21:18:03.947897
C370,Mthulisi Jones,Male,1977-07-17,Paarl,South Africa,Middle,mthulisi.jones370@gmail.com,0755505300,2026-05-20 21:18:03.947897
C371,Nomvula de Villiers,Female,1969-09-19,Benoni,South Africa,High,nomvula.de villiers371@gmail.com,0856766993,2026-05-20 21:18:03.947897
C372,Mandla Cele,Male,1999-03-26,Johannesburg,South Africa,Low,mandla.cele372@gmail.com,0893650523,2026-05-20 21:18:03.947897
C373,Zodwa Nkosi,Female,1996-05-19,East London,South Africa,Middle,zodwa.nkosi373@gmail.com,0886064462,2026-05-20 21:18:03.947897
